Field=Designator~String~Designator~100|Field=Quantity~Integer~Quantity~100|Field=CompType~String~CompType~100|Field=DocumentName~String~DocumentName~100|Field=Title~String~Title~100|Field=Engineer~String~Engineer~100|Field=Value~String~Value~100|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=LogicalDesignator~String~LogicalDesignator~100|Field=PhysicalPath~String~PhysicalPath~100|Field=Project~String~Project~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~commutation.PrjPcb|ReportField=ProjectFullPath~C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb|ReportField=Title~Bill of Materials For Project [commutation.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~137|ReportField=ReportTime~15:34:24|ReportField=ReportDate~19.05.2016|ReportField=ReportDateTime~19.05.2016 15:34:24|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=BoardName~Communication Board|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~Кузнецов В. А.|ReportField=CheckedBy~|ReportField=CompanyName~ОАО "Тетис-Про"|ReportField=ConfigurationParameters~|ReportField=CurrentDate~19.05.2016|ReportField=CurrentTime~12:44:54|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\communication.SchDoc|ReportField=DocumentName~communication.SchDoc|ReportField=DocumentNumber~|ReportField=DocumentType~|ReportField=DocumentType1str~|ReportField=DocumentType2str~Схема электрическая принципиальная|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=EngineerName~|ReportField=ImagePath~|ReportField=Letter1Column~|ReportField=Letter2Column~|ReportField=Letter3Column~|ReportField=Mass~|ReportField=ModifiedDate~19.05.2016|ReportField=NormInspection~|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=False:CenterVertical=False:PrintScale=0.95:XCorrection=0.00:YCorrection=0.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=1:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=A4:PrintScaleMode=1|ReportField=ProcessInspection~|ReportField=ProjectName~commutation.PrjPcb|ReportField=Revision~v1.1|ReportField=Rule~|ReportField=Scale~|ReportField=SheetNumber~1|ReportField=SheetTotal~1|ReportField=Time~CommutationTitle|ReportField=Title~Плата коммутации|ReportField=Title1str~|ReportField=Title2str~|ReportField=DataSourceFileName~commutation.PrjPcb|ReportField=DataSourceFullPath~C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F43|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F43|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F44|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F44|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F45|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F45|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F46|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F46|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F47|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F47|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F48|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F48|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F49|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F49|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F50|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F50|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F51|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F51|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F52|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F52|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F53|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F53|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F54|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F54|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F55|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F55|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F56|1|Предохранитель самовосст. RXEF010|communication.SchDoc|Плата коммутации||0.1A|||F56|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
F57|1|Предохранитель плавкий 250V 5x20|communication.SchDoc|Плата коммутации||6.3A|||F57|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
MUX|1|Мультиплексор OM610-4V-6D-1EWT|communication.SchDoc|Плата коммутации|||MUX||MUX|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R1|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R1|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R2|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R2|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R3|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R3|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R4|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R4|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R5|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R5|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R6|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R6|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R7|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R7|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R8|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R8|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
R9|1|Резистор 1Вт 2512|communication.SchDoc|Плата коммутации||5.6K|||R9|communication|C:\Users\Владимир Кузнецов\Documents\PCBs\commutation\commutation.PrjPcb
